id,Name,How to,Form check,Movement plane id,Muscles worked (primary),Muscles worked (secondary),Equipment,YT video,"Excercise type (reps, reps x weight, timed, timed x weight)",workout section
sumo_deadlift,Sumo Deadlift,"Stand with a wide stance and your toes turned out, hands inside your knees. Push the knees out, keep the chest up and drive through the floor to stand tall, then lower under control.","Wide stance, hands inside the knees · Push the knees out over the toes · Chest up, hips and shoulders rise together",hinge,Glutes,Hamstrings; Lower Back; Adductors,Bodyweight,https://www.youtube.com/watch?v=pfSMst14EFk,reps,strength
sumo_squat,Sumo Squat,"Stand with your feet much wider than your shoulders and your toes turned out. Squat straight down between your heels keeping the chest tall, then drive through the floor to stand.","Knees track out over the toes · Drop straight down, not back · Chest stays tall throughout",squat,Quadriceps,Glutes; Hamstrings; Calves,Bodyweight,https://www.youtube.com/watch?v=4eDJa5MnAmY,reps,strength
sumo_squat_barbell,Sumo Squat (Barbell),"Set a barbell across your upper back and take a wide stance with your toes turned out. Squat straight down until the thighs pass parallel, then drive up through the whole foot.",Knees push out in line with the toes · Torso stays upright · Whole foot stays planted,squat,Quadriceps,Glutes; Hamstrings; Calves,Barbell,https://www.youtube.com/watch?v=aywobXlcTmU,reps x weight,strength
sumo_squat_dumbbell,Sumo Squat (Dumbbell),"Hold a single dumbbell with both hands hanging between your legs and take a wide stance with toes out. Squat straight down until the thighs pass parallel, then stand and squeeze the glutes.",Let the dumbbell travel straight down between the legs · Knees push out · Chest stays tall,squat,Quadriceps,Glutes; Hamstrings; Calves,Dumbbell,https://www.youtube.com/watch?v=vBA3vyOxJv0,reps x weight,strength
sumo_squat_kettlebell,Sumo Squat (Kettlebell),"Hold a kettlebell by the handle with both hands hanging in front of you and take a wide stance with toes out. Squat down between your heels, then drive up to standing.",Bell travels straight down between the legs · Knees track over the toes · Keep the back flat and chest up,squat,Quadriceps,Glutes; Hamstrings; Calves,Kettlebell,https://www.youtube.com/watch?v=WepILpVDm4Y,reps x weight,strength
superman,Superman,"Lie face down with your arms extended overhead. Lift your arms, chest and legs off the floor at the same time, hold briefly, then lower everything back down under control.","Lift arms and legs together · Look at the floor, do not crank the neck up · Hold briefly rather than bouncing",hinge,Lower Back,Glutes; Adductors,Bodyweight,https://www.youtube.com/watch?v=kTMBsUwEGPM,reps,strength
swimming,Swimming,"Swim continuous lengths at a pace you can hold, breathing on a regular rhythm. Keep the body long and flat in the water and let the legs stay near the surface.",Keep the body long and flat · Breathe on a regular rhythm · Steady pace rather than sprint and rest,cardio,Cardio,,Cardio equipment or open space,https://www.youtube.com/watch?v=mFFxTuaMpDQ,timed,warmup/cooldown
t_bar_row,T Bar Row,"Straddle the bar and grip the handles with a flat back and your torso hinged forward. Row the weight to your chest by driving the elbows back, then lower it to a full stretch.","Flat back, hinged at the hips · Pull to the chest, elbows drive back · Let the shoulder blades open at the bottom",horizontal_pull,Upper Back,Biceps; Shoulders; Forearms,Bodyweight,https://www.youtube.com/watch?v=yPis7nlbqdY,reps,strength
thruster_barbell,Thruster (Barbell),Hold the bar in a front rack across your shoulders and squat down to at least parallel. Drive up out of the squat and use that momentum to press the bar overhead in one motion.,Squat and press are one movement · Elbows stay up in the rack position · Finish with the bar over the mid foot,full_body,Full Body,,Barbell,https://www.youtube.com/watch?v=-seu3IbP81k,reps x weight,strength
thruster_kettlebell,Thruster (Kettlebell),"Hold two kettlebells racked at your shoulders, feet shoulder-width. Squat down until your thighs are parallel, then drive up through the legs and press both bells overhead as you stand. Lower back to the shoulders and descend again.",Hit parallel in the squat · Drive up through the legs · Press as you stand · Lock out overhead,full_body,Full Body,,Kettlebell,https://www.youtube.com/watch?v=6QuhpfShOuM,reps x weight,strength
toe_touch,Toe Touch,"Lie on your back with your legs raised straight toward the ceiling and your arms reaching up. Curl the shoulders off the floor to reach for your toes, then lower back under control.","Reach with the shoulders, not just the hands · Keep the legs vertical and still · Lower back stays flat",core_flexion,Abdominals,Other,Bodyweight,https://www.youtube.com/watch?v=9iEI95-eZWk,reps,strength
toes_to_bar,Toes to Bar,"Hang from the bar with the shoulders active. Swing into a slight arch, then drive the legs up until your toes touch the bar, and control the way back down into the next rep.",Toes actually touch the bar · Keep the shoulders active in the hang · Learn hanging leg raises first,core_flexion,Abdominals,Other,Pull-up bar,https://www.youtube.com/watch?v=pFQnC1zXtik,reps,strength
torso_rotation,Torso Rotation,"Sit or stand with the pad or handle against your torso and your hips locked in place. Rotate your upper body to one side against the resistance, then return under control.","Rotate through the ribs, keep the hips still · Move slowly in both directions · Same reps on both sides",core_rotation,Abdominals,Lower Back,Bodyweight,https://www.youtube.com/watch?v=IHIEp_2D_Dg,reps,strength
treadmill,Treadmill,Set a pace and incline you can hold and run or walk in the middle of the belt. Stand tall and let the arms swing naturally rather than holding the rails.,Do not hold the handrails · Stay in the middle of the belt · Land with the foot under the hips,cardio,Cardio,,Treadmill,https://www.youtube.com/watch?v=LsswRe8_I3g,timed,warmup/cooldown
triceps_dip,Triceps Dip,"Support yourself on parallel bars with straight arms and your torso close to upright. Lower until the elbows reach about ninety degrees, then press back to straight arms.","Stay upright to keep it on the triceps · Elbows track back, not out · Full lockout at the top",vertical_push,Triceps,Chest; Shoulders,Dip bars,https://www.youtube.com/watch?v=qrS6aa0aQ9I,reps,strength
triceps_dip_assisted,Triceps Dip (Assisted),"Kneel on the assist pad or loop a band under your knees on the parallel bars and stay upright. Lower until the elbows reach ninety degrees, then press back to straight arms.",Use the least assistance you can manage · Stay upright through the rep · Elbows stay close to the body,vertical_push,Triceps,Chest; Shoulders,Dip bars,https://www.youtube.com/watch?v=md_xgPQBCKY,reps,strength
triceps_dip_weighted,Triceps Dip (Weighted),"Add load with a dip belt or vest and support yourself upright on the parallel bars. Lower until the elbows reach ninety degrees, then press back to a full lockout.",Record the added load only · Stay upright to keep it on the triceps · Full range before adding more weight,vertical_push,Triceps,Chest; Shoulders,Dip bars; weight belt or vest,https://www.youtube.com/watch?v=fjcbsSnrjKc,reps x weight,strength
triceps_extension_barbell,Triceps Extension (Barbell),"Lie back on an incline bench set between 45 and 75 degrees, holding a barbell with an overhand grip just inside shoulder width. Extend your arms to bring the bar overhead with elbows in. Lower the bar toward the top of your head by bending the elbows, then extend back up.",Set the bench 45 to 75 degrees · Lower the bar to the top of your head,iso_triceps,Triceps,Shoulders,Barbell,https://www.youtube.com/watch?v=q5X9thiKofE,reps x weight,strength
triceps_extension_cable,Triceps Extension (Cable),"Lie on a flat bench at the end of a low pulley and hold the straight bar with a narrow overhand grip. Start with your arms extended and the bar over your face. Bend your elbows to lower the bar toward your forehead, then extend to press it back up.",Keep elbows tucked and still · Lower the bar toward your forehead,iso_triceps,Triceps,Shoulders,Cable machine,https://www.youtube.com/watch?v=1u18yJELsh0,reps x weight,strength
triceps_extension_dumbbell,Triceps Extension (Dumbbell),"Stand with feet shoulder width and hold one dumbbell overhead with both hands, arms extended. Keep your elbows in and pointing up as you lower the weight behind your head. Press back up to full lockout overhead.",Keep your elbows pointing up · Lower behind your head,iso_triceps,Triceps,Shoulders,Dumbbell,https://www.youtube.com/watch?v=a9oPnZReIRE,reps x weight,strength
triceps_extension_machine,Triceps Extension (Machine),"Adjust the seat and set your upper arms against the pads, grasping the handles. Extend your elbows to push the handles down until your arms are straight. Return under control until your elbows are bent, keeping your upper arms on the pads.",Keep upper arms on the pads · Push down to straight arms,iso_triceps,Triceps,Shoulders,Machine,https://www.youtube.com/watch?v=Bx8ga1BLHLE,reps x weight,strength
triceps_extension_suspension,Triceps Extension (Suspension),"Hold the handles and lean forward with your body straight and your hands in front of your forehead. Straighten the arms to press yourself back up, then bend the elbows to lower under control.",Upper arms stay high and still · Body stays in one straight line · Walk the feet back to make it easier,iso_triceps,Triceps,Shoulders,Suspension trainer,https://www.youtube.com/watch?v=-BvHfRf7an0,reps,strength
triceps_kickback_cable,Triceps Kickback (Cable),"Hinge forward holding a low cable handle with your upper arm pinned against your side. Straighten the arm behind you, squeeze the triceps, then return to a bent elbow.",Upper arm stays pinned and still · Full straighten at the back · Do not swing the torso to finish the rep,iso_triceps,Triceps,Shoulders,Cable machine,https://www.youtube.com/watch?v=DYsQWSbj7UM,reps x weight,strength
triceps_kickback_dumbbell,Triceps Kickback (Dumbbell),"Hinge forward with a flat back holding a dumbbell with your upper arm against your side. Extend the arm straight back until it locks, squeeze, then lower to a bent elbow.","Upper arm stays parallel to the floor · Only the elbow moves · Go light, this is a short range movement",iso_triceps,Triceps,Shoulders,Dumbbell,https://www.youtube.com/watch?v=m_UlDFNX4mk,reps x weight,strength
triceps_pressdown,Triceps Pressdown,"Stand facing a high pulley holding a bar or rope with your elbows tucked at your sides. Press down until the arms are straight, squeeze, then let the handle rise back to a bent elbow.",Elbows pinned at the sides · Full lockout at the bottom · Do not lean over the bar to press it down,iso_triceps,Triceps,Shoulders,Bodyweight,https://www.youtube.com/watch?v=RaGoUm29gXc,reps,strength
triceps_pushdown,Triceps Pushdown,"Stand at a high pulley with the elbows pinned to the sides. Extend the arms fully down, then return under control without letting the elbows drift.",Elbows stay pinned to the sides · full extension at the bottom · don't lean over the bar to push it · control the return,iso_triceps,Triceps,Shoulders,Cable machine,https://www.youtube.com/watch?v=t99Ea1wQCKM,reps x weight,strength
